helpful_vote,location,published_month,published_day,level,interval_date,user_trip_type,hotel_sleep_quality,hotel_service,hotel_value,hotel_rooms,hotel_cleanliness,hotel_location,location_id,hotel_id
4,MG,2,21,1.099,20,c2,5,5,5,5,5,5,303374,4357961
0,PR,2,21,0.099,51,c2,5,4,5,4,4,5,303441,1963459
0,RN,2,21,-0.901,20,c4,4,4,3,4,4,4,303518,2094060
0,PR,2,21,0.099,20,c1,5,4,4,4,4,3,303441,634797
0,CE,2,21,1.099,20,c1,5,5,4,5,5,5,303293,299094
0,PR,2,21,-0.901,20,c5,3,3,3,3,3,3,303441,528561
0,CE,2,21,1.099,51,c4,5,5,5,5,5,5,303293,299094
2,RN,2,21,-0.901,51,c4,4,3,3,4,4,4,303518,2517164
0,RN,2,21,1.099,51,c4,5,5,4,5,5,5,303518,1599855
0,SP,2,21,0.099,20,c4,4,3,3,5,4,5,303631,301509
0,RJ,2,21,1.099,51,c5,0,0,0,0,0,0,303506,304506
0,CE,2,21,0.099,20,c3,5,4,3,4,5,5,303293,299094
0,BA,2,21,1.099,20,c3,0,0,0,0,0,0,303272,2177242
0,RN,2,21,0.099,51,c4,5,4,4,4,4,4,303518,2517164
0,SP,2,21,1.099,20,c4,5,4,5,5,5,5,303631,301509
0,CE,2,21,0.099,51,c4,5,5,4,4,4,4,303293,299094
0,MT,2,21,1.099,20,c3,4,4,5,5,5,5,488170,4597492
1,SP,2,21,-1.901,20,c3,2,1,3,3,3,3,303631,300797
0,SP,2,21,-0.901,20,c3,3,3,3,3,3,3,303631,1238931
0,CE,2,21,0.099,51,c4,5,5,5,5,5,4,303293,299094
0,CE,2,21,0.099,20,c4,4,5,4,4,4,4,303293,299094
0,BA,2,21,-0.901,51,c3,4,3,3,4,4,4,303272,451517
0,BA,2,21,1.099,20,c4,4,4,4,4,3,4,303272,451517
0,AM,2,21,-0.901,51,c3,4,4,4,2,3,4,303235,582729
0,BA,2,21,-0.901,51,c2,4,5,4,4,4,4,303272,1413435
0,MT,2,21,1.099,51,c4,5,5,5,3,5,4,488170,2557928
1,MT,2,21,1.099,51,c4,5,5,4,2,4,5,488170,2557928
0,RN,2,21,0.099,51,c3,5,5,5,5,5,3,303518,614484
0,RN,2,21,0.099,20,c3,4,4,4,4,4,5,303518,614484
2,CE,2,21,0.099,20,c4,5,5,5,4,4,5,303293,2562541
1,PE,2,21,0.099,20,c5,4,4,3,4,4,5,304560,299450
0,DF,2,21,-0.901,20,c3,4,2,0,3,4,4,303322,1212748
4,RJ,2,21,1.099,20,c1,5,5,5,5,4,5,303506,4512005
4,PE,2,21,0.099,51,c3,5,3,4,4,5,5,304560,299450
0,BA,2,21,1.099,20,c3,5,5,5,5,5,5,303272,299387
0,PE,2,21,-0.901,51,c4,5,4,3,4,5,3,304560,299450
1,RN,2,21,-0.901,20,c3,3,4,4,3,4,3,303518,2491355
2,MG,2,21,-0.901,20,c3,3,3,4,3,4,4,303374,2482490
0,DF,2,21,0.099,20,c3,0,0,0,0,0,0,303322,3347090
1,SP,2,21,-1.901,20,c4,2,3,3,2,2,4,303631,1800207
1,DF,2,21,1.099,20,c3,5,5,5,5,5,5,303322,3347090
0,BA,2,21,0.099,20,c1,5,4,4,4,4,4,303272,451460
0,BA,2,21,1.099,20,c4,5,5,5,5,5,5,303272,455808
0,RS,2,21,0.099,51,c3,4,2,4,5,5,5,303546,302702
1,PR,2,21,1.099,20,c3,5,5,5,5,4,5,303441,501367
1,RJ,2,21,0.099,20,c3,0,0,0,0,0,0,303506,305503
3,PR,2,21,1.099,20,c2,0,0,0,0,0,0,303441,1979075
0,AM,2,21,0.099,20,c3,0,0,0,0,0,0,303235,678387
2,RN,2,21,1.099,20,c4,5,4,4,4,4,5,303518,2397858
0,PR,2,21,0.099,51,c1,5,4,5,3,5,4,303441,1979075
1,DF,2,21,-0.901,51,c3,3,2,3,3,3,4,303322,3369683
0,SP,2,21,0.099,20,c3,3,5,4,4,5,3,303631,306587
0,MT,2,21,-0.901,20,c2,4,4,4,4,3,4,488170,2165684
1,RJ,2,21,0.099,20,c1,4,4,4,3,4,4,303506,1419828
1,RJ,2,21,-0.901,20,c1,4,3,5,3,3,4,303506,3508509
1,RJ,2,21,0.099,20,c2,4,4,4,3,4,4,303506,1419828
1,RJ,2,21,-0.901,20,c5,3,3,3,3,4,4,303506,1419828
3,RJ,2,21,-1.901,20,c3,0,0,0,0,0,0,303506,305503
0,RJ,2,21,-0.901,20,c3,0,0,0,0,0,0,303506,2098295
0,PR,2,21,1.099,20,c3,5,5,5,4,5,5,303441,503424
0,CE,2,21,0.099,51,c1,5,4,4,4,5,4,303293,301709
1,RN,2,21,-0.901,20,c4,3,4,3,4,4,4,303518,455998
0,RN,2,21,0.099,51,c4,3,5,4,4,3,4,303518,2021670
1,RJ,2,21,0.099,20,c5,5,4,4,4,4,4,303506,1419828
1,SP,2,21,1.099,51,c5,4,5,5,4,4,5,303631,4273344
0,SP,2,21,0.099,51,c3,5,5,5,4,5,4,303631,551011
1,RJ,2,21,0.099,20,c4,4,4,4,5,5,5,303506,305495
0,SP,2,21,0.099,20,c3,0,0,0,0,0,0,303631,300797
0,PR,2,21,1.099,20,c3,5,5,4,5,4,4,303441,299406
0,RJ,2,21,0.099,20,c3,5,5,5,5,5,4,303506,305495
0,SP,2,21,0.099,51,c3,4,4,5,4,5,5,303631,4273344
5,PE,2,21,0.099,20,c3,2,4,4,4,4,4,304560,4127676
0,SP,2,21,0.099,20,c3,3,5,4,4,5,4,303631,300797
0,SP,2,21,1.099,20,c3,5,5,5,5,5,5,303631,300797
1,SP,2,21,-0.901,20,c4,3,4,4,3,3,4,303631,6363791
0,CE,2,21,0.099,51,c1,4,5,4,3,5,5,303293,2272157
0,SP,2,21,-0.901,20,c3,4,5,4,4,4,5,303631,319936
1,SP,2,21,-0.901,20,c3,0,0,0,0,0,0,303631,1210262
0,RJ,2,21,1.099,51,c3,5,5,4,5,5,5,303506,316355
0,BA,2,21,1.099,51,c1,0,0,0,0,0,0,303272,653336
0,RJ,2,21,1.099,51,c4,0,0,0,0,0,0,303506,1109157
0,PR,2,21,-0.901,20,c3,4,3,4,3,3,4,303441,634384
0,MG,2,21,0.099,51,c3,5,4,4,4,5,5,303374,1860209
0,PR,2,21,0.099,20,c3,4,3,3,3,4,2,303441,634384
0,RN,2,21,-0.901,20,c3,4,4,4,3,3,5,303518,1024797
0,RN,2,21,-2.901,20,c4,3,1,2,1,3,4,303518,1836070
0,PR,2,21,0.099,51,c1,5,4,5,5,5,5,303441,634384
0,RJ,2,21,-0.901,20,c1,3,3,2,2,4,5,303506,311181
1,RS,2,21,-0.901,51,c3,4,4,4,3,4,4,303546,1740817
0,RJ,2,21,-0.901,51,c4,4,5,4,3,4,5,303506,1156588
0,SP,2,21,0.099,20,c3,4,3,4,4,4,5,303631,299409
0,SP,2,21,0.099,20,c3,0,0,0,0,0,0,303631,299409
0,BA,2,21,-0.901,51,c3,3,4,3,3,4,4,303272,300919
0,RJ,2,21,0.099,51,c4,4,4,4,4,4,4,303506,305407
0,CE,2,21,-0.901,20,c1,4,4,3,3,3,4,303293,1490152
5,PR,2,21,-0.901,20,c5,3,3,3,3,3,3,303441,2646021
2,RJ,2,21,0.099,20,c3,3,5,4,4,4,5,303506,305424
0,MG,2,21,1.099,20,c3,4,5,5,5,5,5,303374,581459
0,RN,2,21,0.099,20,c3,4,4,4,4,4,4,303518,1606351
0,SP,2,21,-1.901,20,c3,0,0,0,0,0,0,303631,306516
2,RJ,2,21,1.099,51,c5,4,5,3,3,4,5,303506,1197647
1,CE,2,21,-0.901,20,c4,4,3,3,3,4,4,303293,299432
0,RJ,2,21,0.099,20,c3,4,5,4,4,4,5,303506,1147103
0,DF,2,21,0.099,51,c3,3,4,4,3,3,4,303322,1735652
0,MG,2,21,1.099,20,c3,5,5,5,5,5,5,303374,299435
0,DF,2,21,1.099,20,c3,5,4,4,5,5,5,303322,1735652
0,SP,2,21,0.099,20,c1,5,5,4,5,5,5,303631,305460
0,BA,2,21,-0.901,20,c3,4,4,4,3,4,4,303272,2284849
0,BA,2,21,0.099,51,c3,5,4,5,5,5,5,303272,4942474
0,CE,2,22,1.099,21,c4,5,5,5,5,5,5,303293,2671838
1,RN,2,22,-0.901,21,c1,4,3,3,4,3,5,303518,456000
0,PR,2,22,-0.901,21,c3,3,5,3,4,4,4,303441,307045
2,PR,2,22,0.099,21,c4,4,4,5,4,4,5,303441,307045
0,RJ,2,22,1.099,21,c1,5,5,5,5,5,3,303506,4782669
2,CE,2,22,1.099,21,c4,0,0,0,0,0,0,303293,507173
1,PE,2,22,0.099,52,c1,4,3,4,4,4,4,304560,299405
1,RJ,2,22,0.099,21,c4,5,5,5,5,5,5,303506,305894
0,DF,2,22,0.099,21,c3,5,4,4,5,5,4,303322,300664
0,DF,2,22,1.099,21,c3,5,5,5,5,4,4,303322,1178160
0,MT,2,22,1.099,52,c4,4,4,3,5,4,4,488170,2009559
0,SP,2,22,0.099,21,c3,4,3,4,4,4,4,303631,300813
0,RJ,2,22,-0.901,21,c3,3,4,2,4,4,5,303506,305615
0,BA,2,22,-1.901,21,c1,3,1,2,3,4,3,303272,599297
1,RN,2,22,0.099,21,c3,4,4,4,4,4,4,303518,618543
0,CE,2,22,0.099,21,c3,4,4,4,4,4,3,303293,1736298
0,SP,2,22,0.099,21,c3,5,4,5,0,0,0,303631,299849
0,RN,2,22,0.099,21,c1,0,0,0,0,0,0,303518,1175979
1,RN,2,22,0.099,21,c4,0,0,0,0,0,0,303518,591573
0,BA,2,22,1.099,21,c2,5,4,4,5,4,5,303272,4162078
2,RJ,2,22,-0.901,21,c1,4,4,4,5,3,3,303506,1097041
3,PE,2,22,0.099,21,c2,0,5,5,0,0,0,304560,1156986
0,MG,2,22,1.099,52,c3,5,4,4,5,5,5,303374,307056
1,RJ,2,22,0.099,52,c3,5,5,4,4,5,5,303506,299820
1,BA,2,22,1.099,52,c4,5,5,5,5,5,5,303272,306834
0,CE,2,22,-0.901,52,c4,0,0,0,0,0,0,303293,307468
0,BA,2,22,0.099,21,c3,5,4,5,4,4,4,303272,2027213
0,CE,2,22,1.099,21,c5,5,5,4,4,4,5,303293,301709
1,AM,2,22,1.099,21,c3,5,5,5,4,5,5,303235,2420669
0,SP,2,22,-0.901,52,c4,4,4,3,4,4,3,303631,456020
1,MT,2,22,1.099,21,c3,5,5,3,5,5,5,488170,1957568
0,BA,2,22,-0.901,21,c3,3,5,2,3,3,2,303272,300919
0,SP,2,22,-0.901,21,c1,0,0,0,0,0,0,303631,306588
3,PR,2,22,1.099,21,c2,5,5,5,5,5,5,303441,2561873
1,BA,2,22,0.099,21,c1,4,3,5,3,4,4,303272,299452
0,BA,2,22,0.099,52,c4,5,4,4,4,5,5,303272,299452
4,PE,2,22,0.099,52,c3,4,4,3,4,4,4,304560,305953
5,RN,2,22,0.099,52,c1,3,4,5,3,3,5,303518,599310
0,DF,2,22,1.099,52,c3,5,5,5,5,5,5,303322,4828000
0,SP,2,22,-0.901,21,c3,0,0,0,0,0,0,303631,299847
1,SP,2,22,1.099,21,c3,5,4,4,5,5,5,303631,306675
2,SP,2,22,-0.901,52,c3,0,0,0,0,0,0,303631,1837445
1,AM,2,22,1.099,21,c1,5,5,4,5,5,4,303235,312548
2,BA,2,22,1.099,52,c3,5,5,5,5,5,5,303272,5277966
0,RN,2,22,1.099,21,c1,5,5,5,5,5,5,303518,455997
4,RN,2,22,-1.901,21,c5,1,2,2,2,2,1,303518,455997
0,SP,2,22,-0.901,21,c1,0,0,0,0,0,0,303631,300799
0,DF,2,22,1.099,52,c3,5,5,4,5,5,5,303322,1370383
2,RN,2,22,1.099,21,c5,5,5,4,5,4,5,303518,1235627
1,RJ,2,22,1.099,21,c1,4,5,4,4,4,4,303506,645240
2,SP,2,22,-0.901,21,c3,4,4,3,3,3,4,303631,306788
0,PR,2,22,0.099,52,c4,4,5,4,4,5,5,303441,2272723
2,BA,2,22,1.099,21,c2,0,0,0,0,0,0,303272,5588457
0,CE,2,22,0.099,52,c3,5,4,5,5,5,5,303293,299389
0,SP,2,22,0.099,52,c2,4,4,3,5,3,4,303631,324516
1,DF,2,22,1.099,52,c3,5,5,4,5,5,4,303322,5225677
0,SP,2,22,0.099,52,c3,4,4,4,3,4,4,303631,302705
2,RN,2,22,0.099,52,c4,3,5,5,5,5,3,303518,3170595
0,SP,2,22,1.099,21,c3,0,0,0,0,0,0,303631,300803
0,RJ,2,22,1.099,21,c3,5,5,5,5,5,5,303506,299454
0,RJ,2,22,-0.901,52,c1,4,4,3,3,2,4,303506,299454
3,PE,2,22,0.099,21,c4,4,4,4,4,4,4,304560,305953
5,SP,2,22,0.099,21,c5,4,4,4,4,4,4,303631,3411131
0,SP,2,22,0.099,21,c3,4,5,4,3,3,5,303631,615896
1,RN,2,22,0.099,52,c4,4,4,4,4,4,5,303518,4511645
0,BA,2,22,0.099,21,c4,3,4,4,4,5,5,303272,5588457
2,PR,2,22,-0.901,21,c4,0,0,0,0,0,0,303441,1213707
1,AM,2,22,-0.901,21,c3,0,0,0,0,0,0,303235,2260978
0,PE,2,22,0.099,21,c3,4,4,4,4,4,5,304560,305959
3,CE,2,22,0.099,21,c3,5,4,4,4,5,5,303293,299400
0,SP,2,22,0.099,21,c3,4,4,3,4,5,5,303631,302706
1,AM,2,22,-1.901,52,c3,0,0,0,0,0,0,303235,638049
2,PE,2,22,1.099,21,c3,5,5,5,5,5,5,304560,545647
1,RJ,2,22,-1.901,21,c4,4,2,3,2,2,3,303506,597223
0,SP,2,22,1.099,21,c3,4,4,3,4,4,4,303631,1460655
0,SP,2,22,-0.901,52,c2,3,3,4,2,3,4,303631,1739508
0,RS,2,22,0.099,21,c3,5,5,5,5,5,5,303546,1752259
0,RS,2,22,0.099,52,c4,4,4,5,4,5,3,303546,2420715
1,RJ,2,22,1.099,21,c2,3,5,5,5,5,5,303506,6228061
1,PR,2,22,-0.901,21,c5,0,0,0,0,0,0,303441,676373
1,SP,2,22,-0.901,52,c3,2,3,3,3,4,4,303631,2266464
0,CE,2,22,-0.901,52,c3,4,4,2,3,3,5,303293,307469
1,RJ,2,22,1.099,52,c5,4,5,5,4,4,3,303506,6226990
5,RN,2,22,0.099,21,c1,4,5,5,4,4,3,303518,307203
1,PR,2,22,-0.901,21,c5,4,5,2,1,1,4,303441,676373
0,SP,2,22,-0.901,21,c3,3,4,4,3,4,5,303631,670447
0,CE,2,22,0.099,52,c4,3,4,4,3,4,5,303293,299389
0,BA,2,22,1.099,21,c5,5,5,3,5,5,5,303272,306815
0,BA,2,22,-0.901,21,c4,3,3,4,3,3,5,303272,306815
3,RJ,2,22,-1.901,21,c1,2,3,2,3,3,3,303506,6208133
0,RJ,2,22,0.099,21,c1,0,0,0,0,0,0,303506,794726
0,RJ,2,22,1.099,21,c3,0,0,0,0,0,0,303506,3253506
0,SP,2,22,0.099,21,c3,2,5,3,3,5,5,303631,305460
1,CE,2,22,1.099,21,c4,5,5,5,5,5,5,303293,3706247
4,PE,2,22,1.099,21,c1,0,0,0,0,0,0,304560,299492
1,PR,2,22,1.099,52,c5,5,5,5,5,5,5,303441,1157011
1,AM,2,22,0.099,52,c1,5,4,5,4,4,5,303235,3421969
0,BA,2,22,1.099,21,c3,5,5,5,0,5,0,303272,307220
1,RN,2,22,-0.901,21,c5,3,4,3,3,1,5,303518,599207
4,DF,2,22,0.099,21,c1,0,0,0,0,0,0,303322,1459419
0,BA,2,22,0.099,21,c3,5,4,4,4,4,4,303272,599298
0,RN,2,22,1.099,21,c4,4,5,5,5,5,5,303518,2164778
1,RS,2,22,0.099,52,c4,5,5,5,4,5,4,303546,3470505
0,RN,2,22,0.099,52,c3,5,4,4,3,5,5,303518,316934
0,RN,2,22,1.099,21,c4,5,4,5,4,4,5,303518,3618917
3,BA,2,22,1.099,21,c1,5,5,5,5,5,4,303272,628944
1,RN,2,22,0.099,52,c4,4,4,4,4,4,5,303518,599205
1,PE,2,22,-0.901,21,c3,3,4,4,3,4,4,304560,2290321
0,RN,2,22,1.099,52,c2,5,4,3,4,5,4,303518,599205
0,SP,2,22,1.099,21,c2,5,5,5,5,5,5,303631,301633
0,PE,2,22,-2.901,21,c3,0,0,0,0,0,0,304560,305959
0,CE,2,22,0.099,21,c5,0,0,0,0,0,0,303293,1029159
1,RN,2,22,1.099,21,c4,5,5,5,5,5,5,303518,599205
0,MG,2,22,0.099,52,c1,5,4,4,4,5,4,303374,306927
0,SP,2,22,0.099,21,c3,4,4,4,4,4,5,303631,614498
0,CE,2,22,1.099,52,c4,5,5,5,5,5,5,303293,1029159
1,RN,2,22,0.099,21,c4,5,4,4,4,4,5,303518,599205
0,SP,2,22,-0.901,21,c4,4,4,4,3,4,4,303631,953626
0,SP,2,22,0.099,21,c2,3,5,5,4,4,4,303631,3502182
0,SP,2,22,1.099,21,c2,0,0,0,0,0,0,303631,300797
3,MG,2,22,-0.901,21,c3,5,5,4,4,5,5,303374,4357961
0,MG,2,22,1.099,21,c3,0,0,0,0,0,0,303374,599195
0,SP,2,22,0.099,52,c3,4,5,5,4,4,5,303631,306791
2,RN,2,22,0.099,21,c4,4,4,3,5,4,5,303518,2094060
0,SP,2,22,0.099,21,c3,5,4,5,3,4,4,303631,301509
0,RJ,2,22,-0.901,21,c1,0,0,0,0,0,0,303506,2195094
0,SP,2,22,0.099,21,c3,4,4,3,3,4,4,303631,1238931
1,RJ,2,22,0.099,21,c1,5,5,4,5,4,4,303506,1200117
0,SP,2,22,-0.901,52,c1,4,1,3,3,4,4,303631,300805
1,PE,2,22,0.099,21,c3,4,4,4,4,4,4,304560,1549189
0,SP,2,22,0.099,21,c3,4,4,3,4,3,5,303631,305425
0,DF,2,22,-2.901,52,c4,2,2,2,1,2,4,303322,299442
3,CE,2,22,1.099,21,c3,5,5,5,5,5,5,303293,2562541
0,SP,2,22,-0.901,21,c1,0,0,0,0,0,0,303631,624471
0,MT,2,22,0.099,21,c3,5,5,5,4,4,5,488170,2165684
0,DF,2,22,0.099,21,c3,4,4,4,4,4,4,303322,1212748
0,MG,2,22,0.099,21,c2,4,4,5,4,5,4,303374,4496757
0,DF,2,22,0.099,21,c3,4,4,3,4,4,5,303322,2423511
1,PE,2,22,-0.901,52,c4,4,2,3,3,3,4,304560,299405
0,SP,2,22,0.099,21,c1,5,5,5,5,5,5,303631,306589
0,PR,2,22,0.099,21,c3,0,0,0,0,0,0,303441,503424
4,RJ,2,22,-0.901,21,c3,0,0,0,0,0,0,303506,305503
0,SP,2,22,-1.901,21,c3,0,0,0,0,0,0,303631,1986156
0,RN,2,22,0.099,52,c3,0,5,4,3,0,3,303518,455998
0,RJ,2,22,0.099,21,c4,5,4,5,4,4,5,303506,1419828
1,SP,2,22,1.099,52,c4,5,5,5,5,5,4,303631,1077452
3,PE,2,22,0.099,21,c3,5,4,4,4,5,5,304560,559495
0,DF,2,22,0.099,21,c3,0,0,0,0,0,0,303322,307051
0,SP,2,22,1.099,21,c5,0,0,0,0,0,0,303631,319936
1,RJ,2,22,-0.901,52,c3,4,3,3,3,4,5,303506,316355
0,RS,2,22,0.099,21,c3,3,5,3,4,3,3,303546,534706
0,RS,2,22,0.099,52,c3,4,4,3,4,4,4,303546,534706
0,SP,2,22,0.099,21,c4,5,2,3,5,5,5,303631,306518
4,PE,2,22,0.099,21,c3,4,2,4,3,3,4,304560,1048833
2,PE,2,22,1.099,52,c3,5,4,3,4,5,4,304560,305982
3,PE,2,22,-0.901,21,c3,4,3,5,2,2,5,304560,1048833
2,RJ,2,22,0.099,21,c1,3,5,4,3,5,5,303506,1197647
1,CE,2,22,-2.901,21,c5,0,0,0,0,0,0,303293,1490152
0,SP,2,22,-0.901,21,c3,0,0,0,0,0,0,303631,1137510
0,SP,2,22,1.099,21,c3,0,0,0,0,0,0,303631,300809
0,RJ,2,22,0.099,52,c1,5,5,4,5,5,5,303506,455815
0,SP,2,22,0.099,21,c4,0,0,0,0,0,0,303631,311202
1,RJ,2,22,0.099,52,c4,0,0,0,0,0,0,303506,307967
0,DF,2,22,1.099,21,c2,5,5,4,5,5,5,303322,307069
0,DF,2,23,1.099,53,c5,4,3,3,5,4,5,303322,299442
2,RN,2,23,-0.901,22,c1,3,5,2,2,3,4,303518,599210
0,SP,2,23,1.099,22,c1,0,0,0,0,0,0,303631,307523
0,SP,2,23,1.099,22,c1,5,5,5,5,5,5,303631,300813
0,CE,2,23,0.099,53,c4,3,4,4,4,4,5,303293,2671838
0,SP,2,23,0.099,22,c3,5,5,3,3,5,5,303631,306677
3,RN,2,23,0.099,22,c1,3,5,4,4,5,5,303518,3253701
1,MG,2,23,-1.901,22,c1,0,0,0,0,0,0,303374,307472
1,MG,2,23,0.099,22,c1,0,0,0,0,0,0,303374,307472
0,SP,2,23,0.099,53,c2,5,5,5,4,5,5,303631,299849
1,RJ,2,23,0.099,22,c5,5,4,5,4,4,4,303506,1066526
0,SP,2,23,0.099,22,c3,4,5,3,5,5,5,303631,302691
0,RN,2,23,1.099,53,c1,5,5,4,5,5,5,303518,591573
0,SP,2,23,0.099,22,c3,5,4,4,5,5,5,303631,302691
0,RN,2,23,1.099,53,c4,5,4,4,4,5,5,303518,591573
4,PE,2,23,0.099,22,c3,3,4,4,4,4,5,304560,2545337
5,AM,2,23,-0.901,53,c2,5,5,3,5,5,5,303235,1793836
0,MG,2,23,0.099,22,c5,5,4,4,3,3,5,303374,307056
0,MG,2,23,0.099,22,c3,4,5,4,4,3,5,303374,2269383
2,CE,2,23,1.099,22,c1,5,5,5,5,5,5,303293,483681
0,MG,2,23,-0.901,22,c5,5,4,4,3,4,5,303374,307056
0,SP,2,23,1.099,22,c1,0,0,0,0,0,0,303631,307488
0,AM,2,23,1.099,22,c3,5,5,4,4,5,5,303235,1901082
0,PR,2,23,-1.901,22,c4,4,3,2,4,4,5,303441,299417
0,SP,2,23,1.099,22,c3,5,5,4,5,5,4,303631,306588
2,RJ,2,23,0.099,22,c2,5,4,5,5,4,5,303506,3368837
0,PR,2,23,0.099,22,c4,5,4,3,5,4,3,303441,299417
0,SP,2,23,1.099,22,c5,5,5,5,5,5,5,303631,306592
0,BA,2,23,0.099,53,c5,4,4,3,5,5,4,303272,299452
0,BA,2,23,-0.901,22,c5,4,3,4,2,3,3,303272,299452
1,RS,2,23,1.099,53,c3,5,5,5,4,5,5,303546,5006148
0,SP,2,23,0.099,22,c3,4,5,4,4,4,3,303631,1872423
0,RN,2,23,-0.901,22,c1,4,3,3,3,4,4,303518,464598
0,DF,2,23,-0.901,22,c3,3,4,4,3,3,5,303322,581473
0,RN,2,23,1.099,22,c2,3,4,5,3,4,5,303518,316839
4,RN,2,23,1.099,22,c1,5,5,5,4,5,4,303518,1222792
1,BA,2,23,0.099,22,c5,0,0,0,0,0,0,303272,5277966
0,BA,2,23,-0.901,53,c5,4,3,2,3,3,5,303272,304337
0,RN,2,23,0.099,22,c3,5,5,5,5,5,4,303518,455997
0,PR,2,23,0.099,22,c3,4,4,3,4,4,4,303441,634800
1,RN,2,23,0.099,53,c4,5,5,5,5,5,5,303518,455997
0,BA,2,23,-0.901,22,c4,4,3,4,3,4,3,303272,2205581
0,SP,2,23,1.099,22,c2,5,5,5,5,5,5,303631,300799
0,SP,2,23,1.099,53,c3,5,5,5,5,5,5,303631,300799
0,CE,2,23,0.099,53,c4,4,4,4,4,4,4,303293,2275584
0,RN,2,23,-0.901,53,c3,5,4,5,4,4,3,303518,2618865
0,CE,2,23,0.099,22,c1,3,4,5,4,4,4,303293,507005
0,RJ,2,23,0.099,22,c5,5,4,5,4,5,3,303506,305897
0,DF,2,23,-0.901,22,c3,3,4,4,4,4,4,303322,609592
0,SP,2,23,0.099,22,c4,4,4,5,0,3,5,303631,324516
0,SP,2,23,0.099,22,c3,0,0,0,0,0,0,303631,1897870
0,PE,2,23,-0.901,53,c4,3,4,2,2,3,4,304560,305953
1,DF,2,23,1.099,22,c3,0,0,0,0,0,0,303322,5225677
0,PR,2,23,-0.901,53,c5,3,2,2,1,1,3,303441,775587
2,SP,2,23,-0.901,22,c3,0,0,0,0,0,0,303631,5221116
2,CE,2,23,0.099,53,c3,4,5,4,4,3,5,303293,501231
0,SP,2,23,1.099,22,c3,5,5,3,5,5,4,303631,302705
0,MT,2,23,0.099,22,c3,4,4,3,4,4,4,488170,481327
0,MG,2,23,0.099,22,c4,3,3,3,3,4,4,303374,311217
0,SP,2,23,1.099,22,c4,5,5,5,5,4,4,303631,306267
0,PR,2,23,1.099,22,c4,4,5,4,4,5,5,303441,530666
0,RS,2,23,1.099,22,c1,5,4,4,5,4,5,303546,306293
0,SP,2,23,0.099,22,c4,4,4,3,3,5,5,303631,305476
0,SP,2,23,0.099,22,c1,0,0,0,0,0,0,303631,1460655
0,RJ,2,23,0.099,53,c1,5,4,5,4,5,4,303506,4454170
1,MG,2,23,-1.901,53,c3,2,3,2,3,3,3,303374,2481589
1,RN,2,23,-0.901,22,c4,3,3,3,3,3,3,303518,1547593
0,DF,2,23,1.099,22,c3,5,5,5,5,5,3,303322,2614454
1,RN,2,23,0.099,53,c3,0,0,0,0,0,0,303518,648559
1,SP,2,23,-2.901,22,c4,0,0,0,0,0,0,303631,300654
0,SP,2,23,1.099,22,c3,0,0,0,0,0,0,303631,300659
0,RJ,2,23,1.099,53,c1,4,5,4,4,5,3,303506,311196
1,PE,2,23,-0.901,22,c1,4,2,4,3,3,5,304560,599182
0,DF,2,23,0.099,22,c3,4,4,4,4,5,5,303322,1523983
0,DF,2,23,0.099,22,c4,4,5,3,5,4,3,303322,299439
0,RJ,2,23,-0.901,53,c4,4,5,4,5,4,5,303506,794726
2,RJ,2,23,-0.901,22,c3,4,3,2,4,4,4,303506,2038051
0,SP,2,23,-0.901,22,c3,5,4,4,4,2,5,303631,1595112
0,RJ,2,23,0.099,53,c5,5,4,4,4,5,5,303506,794726
0,SP,2,23,-0.901,22,c1,0,0,0,0,0,0,303631,305460
2,BA,2,23,-2.901,22,c5,1,1,1,1,1,3,303272,3482881
1,RJ,2,23,0.099,22,c4,5,5,4,4,5,4,303506,299463
1,RJ,2,23,1.099,22,c4,5,5,4,5,5,4,303506,299463
0,SP,2,23,1.099,22,c2,5,4,4,4,4,4,303631,299401
1,RJ,2,23,0.099,53,c2,3,5,5,4,4,5,303506,3734055
0,AM,2,23,0.099,22,c3,0,0,0,0,0,0,303235,4079177
1,SP,2,23,-0.901,22,c3,5,5,3,5,5,5,303631,3690251
1,RJ,2,23,1.099,22,c4,5,5,5,5,5,5,303506,2471424
0,RS,2,23,-0.901,22,c3,3,4,3,3,3,5,303546,1210211
1,SP,2,23,-0.901,22,c4,4,2,3,3,3,4,303631,300804
1,BA,2,23,0.099,22,c5,0,0,0,0,0,0,303272,4511808
0,SP,2,23,1.099,22,c3,5,5,4,5,5,5,303631,306542
0,SP,2,23,-0.901,22,c5,4,3,3,3,4,2,303631,306542
1,MG,2,23,-0.901,22,c4,3,3,4,3,1,4,303374,580874
2,BA,2,23,0.099,22,c5,5,4,4,4,5,4,303272,299453
0,PR,2,23,-0.901,53,c5,3,4,3,2,3,4,303441,775321
0,PE,2,23,0.099,22,c3,4,5,5,5,4,5,304560,305959
0,RJ,2,23,-0.901,22,c3,0,0,0,0,0,0,303506,305443
0,RJ,2,23,0.099,22,c4,4,4,3,5,3,5,303506,651142
1,RS,2,23,0.099,22,c3,5,4,3,4,5,5,303546,299093
4,MG,2,23,0.099,22,c3,4,5,4,3,3,5,303374,4357961
0,CE,2,23,-0.901,22,c1,3,3,2,3,4,4,303293,785541
0,RJ,2,23,0.099,53,c5,3,4,4,3,4,5,303506,305393
1,RN,2,23,1.099,53,c4,5,5,5,5,5,5,303518,2517164
