helpful_vote,location,fleschsc,numsente,nunwords,nunsylla,meanwsen,meansypw,verb_cnt,noun_cnt,adjc_cnt,advb_cnt,pron_cnt,verb_inc,noun_inc,adjc_inc,advb_inc,pron_inc,location_id,hotel_id
1,SP,69.51,4,47,93,11.75,1.98,9,14,4,7,2,191.49,297.87,85.11,148.94,42.55,303631,1835086
1,BA,40.15,5,58,135,11.6,2.33,14,19,9,3,1,241.38,327.59,155.17,51.72,17.24,303272,1205288
1,RJ,81.82,7,47,89,6.71,1.89,9,9,6,3,1,191.49,191.49,127.66,63.83,21.28,303506,305882
0,SP,34.88,3,55,127,18.33,2.31,16,14,4,5,1,290.91,254.55,72.73,90.91,18.18,303631,300807
1,SP,53.05,14,214,456,15.29,2.13,57,51,11,20,10,266.36,238.32,51.4,93.46,46.73,303631,678340
3,RN,57.49,6,127,255,21.17,2.01,33,28,7,10,10,259.84,220.47,55.12,78.74,78.74,303518,2049954
0,DF,54.58,4,108,213,27.0,1.97,20,28,11,10,5,185.19,259.26,101.85,92.59,46.3,303322,1178160
0,RJ,45.23,5,75,167,15.0,2.23,16,19,11,5,2,213.33,253.33,146.67,66.67,26.67,303506,1157491
4,PE,64.93,8,63,131,7.88,2.08,12,19,6,6,2,190.48,301.59,95.24,95.24,31.75,304560,305982
0,SP,46.06,5,45,103,9.0,2.29,9,8,7,5,3,200.0,177.78,155.56,111.11,66.67,303631,300816
0,PR,68.46,5,46,93,9.2,2.02,7,7,7,7,1,152.17,152.17,152.17,152.17,21.74,303441,3357458
0,RJ,100.0,2,11,18,5.5,1.64,2,2,1,1,2,181.82,181.82,90.91,90.91,181.82,303506,2689513
0,PE,65.91,6,92,182,15.33,1.98,24,15,9,10,2,260.87,163.04,97.83,108.7,21.74,304560,299405
0,RN,48.57,3,27,61,9.0,2.26,4,9,3,3,1,148.15,333.33,111.11,111.11,37.04,303518,598437
1,PE,57.87,10,59,129,5.9,2.19,12,16,7,0,3,203.39,271.19,118.64,0.0,50.85,304560,299405
1,SP,59.67,3,59,118,19.67,2.0,13,13,5,6,2,220.34,220.34,84.75,101.69,33.9,303631,1419400
2,DF,51.86,9,40,91,4.44,2.28,6,12,5,4,1,150.0,300.0,125.0,100.0,25.0,303322,1723997
8,PE,53.38,3,41,88,13.67,2.15,8,14,5,1,2,195.12,341.46,121.95,24.39,48.78,304560,1567884
1,MG,31.25,6,36,90,6.0,2.5,8,7,4,2,1,222.22,194.44,111.11,55.56,27.78,303374,1224865
1,RN,63.07,7,96,195,13.71,2.03,24,30,8,5,5,250.0,312.5,83.33,52.08,52.08,303518,1175979
2,RN,33.8,3,92,200,30.67,2.17,19,25,14,6,2,206.52,271.74,152.17,65.22,21.74,303518,1175979
2,RS,77.14,13,178,332,13.69,1.87,33,43,20,12,7,185.39,241.57,112.36,67.42,39.33,303546,3436905
1,RJ,24.19,4,39,99,9.75,2.54,6,12,4,3,0,153.85,307.69,102.56,76.92,0.0,303506,536032
2,PR,26.38,2,32,78,16.0,2.44,6,7,2,3,1,187.5,218.75,62.5,93.75,31.25,303441,501230
3,PE,45.52,5,49,112,9.8,2.29,11,16,2,5,0,224.49,326.53,40.82,102.04,0.0,304560,583009
0,SP,54.23,5,110,224,22.0,2.04,23,29,9,8,9,209.09,263.64,81.82,72.73,81.82,303631,299847
1,SP,71.97,6,86,165,14.33,1.92,21,21,7,5,7,244.19,244.19,81.4,58.14,81.4,303631,1837445
8,SP,19.35,5,35,92,7.0,2.63,2,14,5,2,1,57.14,400.0,142.86,57.14,28.57,303631,301508
0,SP,34.54,6,68,163,11.33,2.4,13,19,7,6,1,191.18,279.41,102.94,88.24,14.71,303631,306588
0,BA,86.81,7,75,134,10.71,1.79,13,21,5,6,3,173.33,280.0,66.67,80.0,40.0,303272,306859
0,BA,89.3,2,18,32,9.0,1.78,2,5,1,1,0,111.11,277.78,55.56,55.56,0.0,303272,306859
0,RJ,62.15,5,75,152,15.0,2.03,19,20,9,3,1,253.33,266.67,120.0,40.0,13.33,303506,305441
0,SP,78.32,5,49,93,9.8,1.9,9,17,7,1,4,183.67,346.94,142.86,20.41,81.63,303631,299849
0,RJ,70.61,5,64,125,12.8,1.95,21,15,3,4,3,328.13,234.38,46.88,62.5,46.88,303506,305441
0,RS,40.96,4,110,234,27.5,2.13,31,28,11,11,4,281.82,254.55,100.0,100.0,36.36,303546,1849346
0,RN,33.81,2,39,90,19.5,2.31,7,10,7,5,2,179.49,256.41,179.49,128.21,51.28,303518,1087503
1,RN,78.03,4,48,90,12.0,1.88,10,8,6,6,2,208.33,166.67,125.0,125.0,41.67,303518,1230121
0,RN,79.0,2,23,43,11.5,1.87,5,9,1,0,1,217.39,391.3,43.48,0.0,43.48,303518,627891
0,RN,73.56,5,63,121,12.6,1.92,11,17,9,2,3,174.6,269.84,142.86,31.75,47.62,303518,455997
0,RJ,58.93,5,61,128,12.2,2.1,11,16,11,5,0,180.33,262.3,180.33,81.97,0.0,303506,305501
1,SP,66.03,2,17,35,8.5,2.06,2,4,1,4,2,117.65,235.29,58.82,235.29,117.65,303631,4008156
1,SP,79.24,9,63,121,7.0,1.92,10,26,5,0,1,158.73,412.7,79.37,0.0,15.87,303631,320507
0,RJ,59.4,10,72,155,7.2,2.15,16,20,7,7,4,222.22,277.78,97.22,97.22,55.56,303506,2089941
0,SP,39.79,5,52,122,10.4,2.35,10,16,6,3,3,192.31,307.69,115.38,57.69,57.69,303631,324517
0,RJ,44.9,2,79,153,39.5,1.94,15,20,7,6,3,189.87,253.16,88.61,75.95,37.97,303506,311191
0,BA,25.83,3,34,85,11.33,2.5,1,13,10,1,1,29.41,382.35,294.12,29.41,29.41,303272,299452
0,MG,27.48,6,39,99,6.5,2.54,9,10,7,1,2,230.77,256.41,179.49,25.64,51.28,303374,2452387
0,RJ,61.51,7,94,193,13.43,2.05,23,22,12,8,5,244.68,234.04,127.66,85.11,53.19,303506,3309897
0,BA,83.35,2,19,35,9.5,1.84,5,6,4,1,0,263.16,315.79,210.53,52.63,0.0,303272,304337
3,AM,77.38,6,39,76,6.5,1.95,7,12,6,2,2,179.49,307.69,153.85,51.28,51.28,303235,312548
0,RJ,66.53,2,13,27,6.5,2.08,0,5,3,1,0,0.0,384.62,230.77,76.92,0.0,303506,1149454
1,RJ,31.64,3,43,103,14.33,2.4,13,9,4,7,0,302.33,209.3,93.02,162.79,0.0,303506,316213
2,PE,57.97,6,54,116,9.0,2.15,11,16,5,5,0,203.7,296.3,92.59,92.59,0.0,304560,583377
0,MT,58.79,3,52,106,17.33,2.04,7,14,8,2,4,134.62,269.23,153.85,38.46,76.92,488170,481326
1,PR,68.43,8,69,140,8.63,2.03,16,16,7,11,2,231.88,231.88,101.45,159.42,28.99,303441,1740725
0,RJ,64.5,6,46,96,7.67,2.09,11,12,6,2,3,239.13,260.87,130.43,43.48,65.22,303506,535722
0,SP,49.18,5,50,112,10.0,2.24,11,11,4,3,2,220.0,220.0,80.0,60.0,40.0,303631,300803
0,SP,55.68,8,110,233,13.75,2.12,15,29,14,12,6,136.36,263.64,127.27,109.09,54.55,303631,300803
1,BA,40.34,4,41,96,10.25,2.34,9,9,8,5,2,219.51,219.51,195.12,121.95,48.78,303272,5588457
0,SP,73.89,5,39,77,7.8,1.97,5,15,4,2,1,128.21,384.62,102.56,51.28,25.64,303631,306536
1,SP,86.77,6,97,167,16.17,1.72,27,22,13,4,3,278.35,226.8,134.02,41.24,30.93,303631,306267
0,SP,26.61,6,34,87,5.67,2.56,7,14,5,1,0,205.88,411.76,147.06,29.41,0.0,303631,300798
1,PR,62.72,5,78,157,15.6,2.01,14,22,8,8,2,179.49,282.05,102.56,102.56,25.64,303441,530666
0,RS,9.73,4,33,90,8.25,2.73,9,11,3,0,0,272.73,333.33,90.91,0.0,0.0,303546,306290
0,SP,79.46,6,98,177,16.33,1.81,18,27,4,4,5,183.67,275.51,40.82,40.82,51.02,303631,300798
1,SP,81.73,3,47,84,15.67,1.79,10,11,4,3,2,212.77,234.04,85.11,63.83,42.55,303631,670447
5,PE,71.89,10,94,186,9.4,1.98,17,21,11,10,1,180.85,223.4,117.02,106.38,10.64,304560,545647
0,SP,4.7,3,27,75,9.0,2.78,3,11,7,0,0,111.11,407.41,259.26,0.0,0.0,303631,302706
1,PR,44.52,14,81,190,5.79,2.35,15,29,11,6,1,185.19,358.02,135.8,74.07,12.35,303441,676373
0,MT,70.18,3,52,99,17.33,1.9,9,15,8,5,1,173.08,288.46,153.85,96.15,19.23,488170,2641762
1,RJ,33.18,4,111,246,27.75,2.22,33,17,4,13,9,297.3,153.15,36.04,117.12,81.08,303506,2070132
0,CE,51.7,8,72,160,9.0,2.22,18,20,8,4,2,250.0,277.78,111.11,55.56,27.78,303293,3849866
1,RJ,59.64,12,218,440,18.17,2.02,56,52,12,19,14,256.88,238.53,55.05,87.16,64.22,303506,655030
0,SP,75.55,5,65,123,13.0,1.89,18,17,4,4,3,276.92,261.54,61.54,61.54,46.15,303631,300654
0,CE,41.45,7,49,116,7.0,2.37,10,12,12,3,0,204.08,244.9,244.9,61.22,0.0,303293,1803482
0,RS,47.52,5,77,169,15.4,2.19,9,24,13,1,1,116.88,311.69,168.83,12.99,12.99,303546,2420715
0,SP,63.06,8,49,104,6.13,2.12,10,12,9,4,3,204.08,244.9,183.67,81.63,61.22,303631,300656
0,RJ,35.52,4,72,166,18.0,2.31,11,23,8,1,3,152.78,319.44,111.11,13.89,41.67,303506,597220
0,RJ,49.46,4,30,68,7.5,2.27,5,7,3,4,2,166.67,233.33,100.0,133.33,66.67,303506,630043
0,RJ,38.3,2,12,29,6.0,2.42,3,1,3,2,0,250.0,83.33,250.0,166.67,0.0,303506,630043
0,RJ,46.22,4,67,147,16.75,2.19,10,28,4,3,2,149.25,417.91,59.7,44.78,29.85,303506,597220
1,RJ,54.36,7,84,181,12.0,2.15,14,26,11,6,3,166.67,309.52,130.95,71.43,35.71,303506,4454170
1,SP,51.95,4,37,82,9.25,2.22,12,5,3,4,2,324.32,135.14,81.08,108.11,54.05,303631,1595112
0,SP,78.9,2,19,36,9.5,1.89,5,4,2,2,1,263.16,210.53,105.26,105.26,52.63,303631,300659
2,MT,89.5,6,44,79,7.33,1.8,9,10,8,3,1,204.55,227.27,181.82,68.18,22.73,488170,1553187
2,PE,59.06,3,51,104,17.0,2.04,11,10,6,4,4,215.69,196.08,117.65,78.43,78.43,304560,1832499
0,CE,50.45,4,40,89,10.0,2.23,9,11,2,2,0,225.0,275.0,50.0,50.0,0.0,303293,299381
3,RJ,12.53,2,11,30,5.5,2.73,1,4,4,0,0,90.91,363.64,363.64,0.0,0.0,303506,305738
0,DF,0.0,2,61,158,30.5,2.59,14,25,9,3,0,229.51,409.84,147.54,49.18,0.0,303322,299439
1,PE,42.42,2,40,88,20.0,2.2,5,12,4,4,3,125.0,300.0,100.0,100.0,75.0,304560,508170
0,BA,71.68,8,86,169,10.75,1.97,18,17,11,9,6,209.3,197.67,127.91,104.65,69.77,303272,306815
0,SP,66.95,5,100,191,20.0,1.91,25,16,12,11,5,250.0,160.0,120.0,110.0,50.0,303631,4310854
3,RN,67.91,5,30,62,6.0,2.07,3,9,4,4,0,100.0,300.0,133.33,133.33,0.0,303518,456150
1,PE,43.28,6,57,132,9.5,2.32,9,14,6,2,2,157.89,245.61,105.26,35.09,35.09,304560,299492
0,RN,33.28,2,8,20,4.0,2.5,2,1,1,1,0,250.0,125.0,125.0,125.0,0.0,303518,637514
1,DF,59.8,4,53,110,13.25,2.08,9,13,6,5,5,169.81,245.28,113.21,94.34,94.34,303322,1459419
0,AM,27.3,2,39,93,19.5,2.38,3,14,5,2,0,76.92,358.97,128.21,51.28,0.0,303235,2176311
0,RS,39.39,7,136,305,19.43,2.24,36,33,8,18,9,264.71,242.65,58.82,132.35,66.18,303546,1752259
0,PE,73.33,3,55,102,18.33,1.85,15,14,1,7,1,272.73,254.55,18.18,127.27,18.18,304560,456154
0,RJ,49.01,3,28,63,9.33,2.25,3,10,1,3,2,107.14,357.14,35.71,107.14,71.43,303506,1164928
0,SP,44.53,2,40,87,20.0,2.17,10,10,5,2,0,250.0,250.0,125.0,50.0,0.0,303631,3690251
2,PE,53.42,5,63,136,12.6,2.16,10,14,13,5,3,158.73,222.22,206.35,79.37,47.62,304560,3874137
0,RJ,29.72,2,25,61,12.5,2.44,3,8,3,2,0,120.0,320.0,120.0,80.0,0.0,303506,305448
0,RJ,82.18,12,100,187,8.33,1.87,18,29,10,5,3,180.0,290.0,100.0,50.0,30.0,303506,1421765
0,RS,59.45,3,18,39,6.0,2.17,2,3,4,3,2,111.11,166.67,222.22,166.67,111.11,303546,2662746
0,RJ,72.98,4,56,107,14.0,1.91,9,16,5,4,4,160.71,285.71,89.29,71.43,71.43,303506,305448
0,RJ,63.93,4,48,98,12.0,2.04,15,11,3,3,5,312.5,229.17,62.5,62.5,104.17,303506,647001
0,RN,49.83,4,48,106,12.0,2.21,8,11,8,6,1,166.67,229.17,166.67,125.0,20.83,303518,2621276
1,MG,35.37,4,33,80,8.25,2.42,7,4,5,3,1,212.12,121.21,151.52,90.91,30.3,303374,4357961
0,MG,28.68,5,37,93,7.4,2.51,5,11,6,0,2,135.14,297.3,162.16,0.0,54.05,303374,1979086
1,PR,56.93,10,110,235,11.0,2.14,26,29,12,6,4,236.36,263.64,109.09,54.55,36.36,303441,1062566
0,PR,65.51,6,69,140,11.5,2.03,12,16,9,11,3,173.91,231.88,130.43,159.42,43.48,303441,2196000
4,CE,82.79,3,43,77,14.33,1.79,8,9,3,7,1,186.05,209.3,69.77,162.79,23.26,303293,307216
0,SP,49.61,2,44,92,22.0,2.09,8,11,6,5,0,181.82,250.0,136.36,113.64,0.0,303631,302688
0,RS,70.84,6,52,104,8.67,2.0,10,13,5,3,5,192.31,250.0,96.15,57.69,96.15,303546,300792
1,PR,38.47,6,60,142,10.0,2.37,14,12,6,8,4,233.33,200.0,100.0,133.33,66.67,303441,486895
0,PE,60.56,2,48,93,24.0,1.94,10,16,5,0,1,208.33,333.33,104.17,0.0,20.83,304560,1549189
0,SP,69.29,7,46,94,6.57,2.04,9,13,7,2,0,195.65,282.61,152.17,43.48,0.0,303631,301509
2,CE,54.4,6,42,93,7.0,2.21,8,11,8,3,3,190.48,261.9,190.48,71.43,71.43,303293,2173872
0,SP,12.22,1,56,119,56.0,2.13,14,13,0,5,2,250.0,232.14,0.0,89.29,35.71,303631,5551404
0,MG,56.18,5,56,120,11.2,2.14,8,15,7,3,4,142.86,267.86,125.0,53.57,71.43,303374,306927
1,RN,26.98,2,93,192,46.5,2.06,20,26,6,10,3,215.05,279.57,64.52,107.53,32.26,303518,2094060
5,CE,87.65,1,6,11,6.0,1.83,1,1,2,0,0,166.67,166.67,333.33,0.0,0.0,303293,482127
0,BA,60.22,8,133,270,16.63,2.03,28,34,11,9,9,210.53,255.64,82.71,67.67,67.67,303272,4278946
0,DF,51.34,7,84,184,12.0,2.19,15,25,8,8,4,178.57,297.62,95.24,95.24,47.62,303322,2423511
0,PR,61.03,2,20,42,10.0,2.1,5,6,3,1,2,250.0,300.0,150.0,50.0,100.0,303441,507004
0,DF,58.18,6,59,126,9.83,2.14,9,19,5,3,2,152.54,322.03,84.75,50.85,33.9,303322,307068
0,PR,68.93,4,49,97,12.25,1.98,9,16,4,4,3,183.67,326.53,81.63,81.63,61.22,303441,501367
2,PE,55.01,3,45,95,15.0,2.11,11,14,6,2,0,244.44,311.11,133.33,44.44,0.0,304560,299450
0,SP,53.6,7,137,284,19.57,2.07,26,42,12,7,8,189.78,306.57,87.59,51.09,58.39,303631,300815
0,PR,63.97,5,54,111,10.8,2.06,11,17,10,3,0,203.7,314.81,185.19,55.56,0.0,303441,503424
1,RN,39.21,4,43,101,10.75,2.35,9,10,6,5,1,209.3,232.56,139.53,116.28,23.26,303518,455998
1,DF,65.96,6,52,107,8.67,2.06,9,14,4,6,0,173.08,269.23,76.92,115.38,0.0,303322,501881
1,DF,65.28,7,99,198,14.14,2.0,22,23,11,9,2,222.22,232.32,111.11,90.91,20.2,303322,1212748
0,BA,70.3,5,46,92,9.2,2.0,13,12,1,3,2,282.61,260.87,21.74,65.22,43.48,303272,4995597
0,RJ,63.93,7,58,121,8.29,2.09,12,16,5,4,4,206.9,275.86,86.21,68.97,68.97,303506,1541617
2,DF,38.29,6,42,101,7.0,2.4,8,14,9,0,1,190.48,333.33,214.29,0.0,23.81,303322,455789
0,SP,42.67,6,39,92,6.5,2.36,3,13,7,2,2,76.92,333.33,179.49,51.28,51.28,303631,299409
1,DF,10.12,4,27,74,6.75,2.74,7,9,4,0,1,259.26,333.33,148.15,0.0,37.04,303322,5281634
1,DF,66.52,8,50,104,6.25,2.08,10,10,8,4,2,200.0,200.0,160.0,80.0,40.0,303322,5281634
0,CE,35.01,2,34,79,17.0,2.32,7,8,7,4,0,205.88,235.29,205.88,117.65,0.0,303293,4045914
0,RS,42.36,7,34,81,4.86,2.38,8,11,5,3,0,235.29,323.53,147.06,88.24,0.0,303546,306292
1,SP,63.19,4,52,106,13.0,2.04,13,18,5,5,3,250.0,346.15,96.15,96.15,57.69,303631,307523
1,RJ,60.89,2,41,81,20.5,1.98,7,9,5,3,4,170.73,219.51,121.95,73.17,97.56,303506,2689513
0,DF,44.25,3,37,84,12.33,2.27,7,10,3,2,2,189.19,270.27,81.08,54.05,54.05,303322,1178160
0,RN,71.14,2,52,93,26.0,1.79,13,11,6,6,0,250.0,211.54,115.38,115.38,0.0,303518,3460624
0,AM,35.75,7,74,177,10.57,2.39,12,25,10,5,0,162.16,337.84,135.14,67.57,0.0,303235,652614
0,RJ,55.46,5,45,98,9.0,2.18,7,13,5,2,2,155.56,288.89,111.11,44.44,44.44,303506,587348
0,DF,50.05,6,36,82,6.0,2.28,5,10,8,3,1,138.89,277.78,222.22,83.33,27.78,303322,1179587
1,PE,50.5,5,48,107,9.6,2.23,13,12,4,2,1,270.83,250.0,83.33,41.67,20.83,304560,299405
0,SP,9.98,2,15,41,7.5,2.73,4,6,3,1,0,266.67,400.0,200.0,66.67,0.0,303631,1419400
0,BA,36.13,2,41,93,20.5,2.27,13,12,9,3,0,317.07,292.68,219.51,73.17,0.0,303272,1832306
0,BA,48.26,2,59,119,29.5,2.02,5,18,12,1,0,84.75,305.08,203.39,16.95,0.0,303272,2284849
1,MG,54.6,5,40,88,8.0,2.2,9,13,5,3,0,225.0,325.0,125.0,75.0,0.0,303374,307472
0,BA,67.39,10,94,191,9.4,2.03,20,26,10,10,4,212.77,276.6,106.38,106.38,42.55,303272,1082052
0,RJ,57.76,2,33,68,16.5,2.06,6,11,6,4,0,181.82,333.33,181.82,121.21,0.0,303506,3435253
1,MT,43.35,6,44,103,7.33,2.34,3,9,9,7,3,68.18,204.55,204.55,159.09,68.18,488170,1957568
1,RJ,60.04,5,74,152,14.8,2.05,16,17,10,3,2,216.22,229.73,135.14,40.54,27.03,303506,3368837
1,RJ,42.32,2,14,33,7.0,2.36,1,5,1,1,0,71.43,357.14,71.43,71.43,0.0,303506,305737
0,PR,72.79,10,94,185,9.4,1.97,20,26,8,5,3,212.77,276.6,85.11,53.19,31.91,303441,300683
0,PR,10.95,2,52,130,26.0,2.5,10,23,7,2,1,192.31,442.31,134.62,38.46,19.23,303441,300683
3,RS,78.04,10,79,152,7.9,1.92,20,13,10,12,2,253.16,164.56,126.58,151.9,25.32,303546,2691938
1,RN,56.64,2,57,110,28.5,1.93,9,18,6,4,1,157.89,315.79,105.26,70.18,17.54,303518,1222792
0,BA,74.44,2,19,37,9.5,1.95,7,4,1,0,2,368.42,210.53,52.63,0.0,105.26,303272,300919
0,RS,63.87,4,79,154,19.75,1.95,16,19,8,6,5,202.53,240.51,101.27,75.95,63.29,303546,5006148
0,RS,55.4,6,38,84,6.33,2.21,8,12,6,3,1,210.53,315.79,157.89,78.95,26.32,303546,5006148
1,SP,64.92,2,29,58,14.5,2.0,5,6,4,2,3,172.41,206.9,137.93,68.97,103.45,303631,1872423
3,RN,47.2,10,137,304,13.7,2.22,22,52,13,4,5,160.58,379.56,94.89,29.2,36.5,303518,464598
0,MG,58.86,4,44,93,11.0,2.11,5,13,4,3,1,113.64,295.45,90.91,68.18,22.73,303374,307446
0,SP,46.87,2,9,21,4.5,2.33,1,4,3,0,0,111.11,444.44,333.33,0.0,0.0,303631,299849
2,SP,52.82,2,32,68,16.0,2.13,6,7,5,4,2,187.5,218.75,156.25,125.0,62.5,303631,305255
0,DF,79.77,7,72,135,10.29,1.88,15,17,10,4,3,208.33,236.11,138.89,55.56,41.67,303322,1211477
0,RJ,43.75,2,81,157,40.5,1.94,18,19,8,9,3,222.22,234.57,98.77,111.11,37.04,303506,629262
1,AM,56.76,2,41,83,20.5,2.02,8,11,6,5,0,195.12,268.29,146.34,121.95,0.0,303235,312548
0,AM,29.22,3,24,60,8.0,2.5,3,10,4,0,0,125.0,416.67,166.67,0.0,0.0,303235,1214298
1,RJ,42.22,2,23,53,11.5,2.3,4,5,4,2,2,173.91,217.39,173.91,86.96,86.96,303506,305501
0,RJ,20.99,2,92,197,46.0,2.14,18,22,10,10,6,195.65,239.13,108.7,108.7,65.22,303506,2089941
1,RJ,64.01,8,249,451,31.13,1.81,65,58,19,8,12,261.04,232.93,76.31,32.13,48.19,303506,2089941
0,BA,76.92,4,83,148,20.75,1.78,18,22,3,4,6,216.87,265.06,36.14,48.19,72.29,303272,299452
0,BA,65.1,5,77,153,15.4,1.99,10,29,5,2,1,129.87,376.62,64.94,25.97,12.99,303272,299452
0,BA,77.95,3,50,91,16.67,1.82,10,11,7,4,1,200.0,220.0,140.0,80.0,20.0,303272,304337
3,RN,59.56,6,64,135,10.67,2.11,15,13,11,6,1,234.38,203.13,171.88,93.75,15.63,303518,5777095
0,SP,68.94,5,43,87,8.6,2.02,7,13,4,2,2,162.79,302.33,93.02,46.51,46.51,303631,324516
0,AM,48.61,5,97,207,19.4,2.13,23,21,12,9,5,237.11,216.49,123.71,92.78,51.55,303235,1656710
0,SP,30.02,2,22,54,11.0,2.45,1,8,6,0,1,45.45,363.64,272.73,0.0,45.45,303631,302705
2,BA,65.69,4,48,97,12.0,2.02,5,15,5,3,2,104.17,312.5,104.17,62.5,41.67,303272,5588457
4,RN,70.39,4,44,87,11.0,1.98,7,11,7,0,1,159.09,250.0,159.09,0.0,22.73,303518,307203
0,RS,77.35,6,52,100,8.67,1.92,12,8,5,9,3,230.77,153.85,96.15,173.08,57.69,303546,306290
3,CE,54.95,4,43,93,10.75,2.16,8,16,6,3,0,186.05,372.09,139.53,69.77,0.0,303293,482295
0,RS,64.85,9,89,183,9.89,2.06,12,23,15,7,2,134.83,258.43,168.54,78.65,22.47,303546,1718648
0,RJ,56.61,5,74,155,14.8,2.09,11,15,11,9,4,148.65,202.7,148.65,121.62,54.05,303506,3974039
0,RJ,68.86,5,60,119,12.0,1.98,13,15,7,2,2,216.67,250.0,116.67,33.33,33.33,303506,1083822
2,RJ,62.6,7,152,295,21.71,1.94,27,44,13,11,4,177.63,289.47,85.53,72.37,26.32,303506,655030
0,SP,64.49,6,43,90,7.17,2.09,8,13,4,4,2,186.05,302.33,93.02,93.02,46.51,303631,300654
0,AM,43.66,4,52,118,13.0,2.27,9,15,9,5,2,173.08,288.46,173.08,96.15,38.46,303235,6363781
0,RJ,33.28,3,12,30,4.0,2.5,0,4,5,0,0,0.0,333.33,416.67,0.0,0.0,303506,3528573
0,RJ,79.38,5,36,69,7.2,1.92,6,10,7,2,4,166.67,277.78,194.44,55.56,111.11,303506,316778
2,RJ,42.97,3,28,65,9.33,2.32,6,9,2,0,1,214.29,321.43,71.43,0.0,35.71,303506,4454170
0,RN,64.55,3,38,77,12.67,2.03,6,9,4,8,1,157.89,236.84,105.26,210.53,26.32,303518,2261939
3,RJ,76.16,5,55,105,11.0,1.91,13,9,5,11,1,236.36,163.64,90.91,200.0,18.18,303506,4454170
0,SP,55.88,5,81,169,16.2,2.09,17,20,9,5,4,209.88,246.91,111.11,61.73,49.38,303631,2517186
0,SP,32.87,2,77,161,38.5,2.09,16,20,9,2,3,207.79,259.74,116.88,25.97,38.96,303631,531315
0,SP,71.26,3,56,105,18.67,1.88,9,15,2,7,2,160.71,267.86,35.71,125.0,35.71,303631,311177
0,PR,0.0,3,29,82,9.67,2.83,8,9,0,3,2,275.86,310.34,0.0,103.45,68.97,303441,307022
0,DF,59.89,4,68,138,17.0,2.03,11,21,7,6,1,161.76,308.82,102.94,88.24,14.71,303322,299439
0,AM,55.25,3,43,91,14.33,2.12,11,12,6,2,0,255.81,279.07,139.53,46.51,0.0,303235,4079177
1,SP,44.63,3,101,203,33.67,2.01,20,26,7,5,6,198.02,257.43,69.31,49.5,59.41,303631,306779
0,RN,60.13,3,47,96,15.67,2.04,10,8,4,5,6,212.77,170.21,85.11,106.38,127.66,303518,456155
1,RJ,66.02,12,161,322,13.42,2.0,30,43,16,8,5,186.34,267.08,99.38,49.69,31.06,303506,4272869
1,DF,33.99,2,13,32,6.5,2.46,1,5,1,0,1,76.92,384.62,76.92,0.0,76.92,303322,1459419
1,DF,39.26,2,24,56,12.0,2.33,4,5,1,6,0,166.67,208.33,41.67,250.0,0.0,303322,1459419
1,CE,59.33,5,50,106,10.0,2.12,12,13,12,4,0,240.0,260.0,240.0,80.0,0.0,303293,1186391
0,MT,72.29,4,74,138,18.5,1.86,17,15,7,4,4,229.73,202.7,94.59,54.05,54.05,488170,1019086
1,RJ,72.33,5,52,102,10.4,1.96,11,17,5,5,2,211.54,326.92,96.15,96.15,38.46,303506,581301
0,RJ,66.92,7,57,117,8.14,2.05,8,18,9,2,3,140.35,315.79,157.89,35.09,52.63,303506,581301
0,SP,58.73,2,51,99,25.5,1.94,13,15,7,1,4,254.9,294.12,137.25,19.61,78.43,303631,316223
0,RJ,89.22,2,26,45,13.0,1.73,6,4,4,4,0,230.77,153.85,153.85,153.85,0.0,303506,794726
2,SP,57.45,7,72,154,10.29,2.14,16,17,8,5,6,222.22,236.11,111.11,69.44,83.33,303631,2510543
0,RS,55.32,5,44,96,8.8,2.18,11,9,6,4,0,250.0,204.55,136.36,90.91,0.0,303546,2267126
0,RJ,43.54,7,46,108,6.57,2.35,5,14,8,3,0,108.7,304.35,173.91,65.22,0.0,303506,623634
1,RJ,54.77,2,49,98,24.5,2.0,8,14,4,1,6,163.27,285.71,81.63,20.41,122.45,303506,301505
2,RN,54.63,5,83,174,16.6,2.1,18,18,10,8,6,216.87,216.87,120.48,96.39,72.29,303518,1835078
0,RS,37.54,3,43,100,14.33,2.33,4,19,8,0,2,93.02,441.86,186.05,0.0,46.51,303546,463963
2,MG,46.11,3,23,53,7.67,2.3,4,9,3,1,0,173.91,391.3,130.43,43.48,0.0,303374,580874
0,MG,41.55,6,48,113,8.0,2.35,8,17,8,1,0,166.67,354.17,166.67,20.83,0.0,303374,2053675
4,PR,50.73,9,154,329,17.11,2.14,27,39,14,9,10,175.32,253.25,90.91,58.44,64.94,303441,4310994
1,SP,63.72,8,144,284,18.0,1.97,29,45,11,9,4,201.39,312.5,76.39,62.5,27.78,303631,307526
1,CE,54.05,4,36,79,9.0,2.19,7,10,4,3,1,194.44,277.78,111.11,83.33,27.78,303293,1833062
1,PR,56.18,10,120,256,12.0,2.13,25,30,6,7,6,208.33,250.0,50.0,58.33,50.0,303441,455230
0,RN,72.0,5,76,145,15.2,1.91,11,23,12,2,1,144.74,302.63,157.89,26.32,13.16,303518,614484
2,DF,67.88,9,87,176,9.67,2.02,19,25,7,8,2,218.39,287.36,80.46,91.95,22.99,303322,4817214
0,RJ,61.09,2,19,40,9.5,2.11,2,7,1,0,1,105.26,368.42,52.63,0.0,52.63,303506,301985
