helpful_vote,location,fleschsc,numsente,nunwords,nunsylla,meanwsen,meansypw,verb_cnt,noun_cnt,adjc_cnt,advb_cnt,pron_cnt,verb_inc,noun_inc,adjc_inc,advb_inc,pron_inc,location_id,hotel_id
0,RN,64.95,6,63,129,10.5,2.05,15,15,8,2,1,238.1,238.1,126.98,31.75,15.87,303518,2021670
1,RJ,56.93,4,44,94,11.0,2.14,7,14,6,4,2,159.09,318.18,136.36,90.91,45.45,303506,1419828
1,SP,9.27,2,9,25,4.5,2.78,0,4,4,0,0,0.0,444.44,444.44,0.0,0.0,303631,4273344
0,SP,30.75,9,51,128,5.67,2.51,11,13,8,5,1,215.69,254.9,156.86,98.04,19.61,303631,551011
1,RJ,74.87,5,49,95,9.8,1.94,7,14,7,4,3,142.86,285.71,142.86,81.63,61.22,303506,305495
0,SP,84.62,2,14,26,7.0,1.86,2,6,1,2,0,142.86,428.57,71.43,142.86,0.0,303631,300797
0,PR,76.89,3,43,80,14.33,1.86,6,11,7,4,0,139.53,255.81,162.79,93.02,0.0,303441,299406
0,RJ,31.64,3,43,103,14.33,2.4,7,13,4,4,1,162.79,302.33,93.02,93.02,23.26,303506,305495
0,SP,73.76,2,49,87,24.5,1.78,5,10,5,10,1,102.04,204.08,102.04,204.08,20.41,303631,4273344
5,PE,86.85,7,59,107,8.43,1.81,8,16,6,5,5,135.59,271.19,101.69,84.75,84.75,304560,4127676
0,SP,38.14,4,45,106,11.25,2.36,14,11,1,2,2,311.11,244.44,22.22,44.44,44.44,303631,300797
0,SP,50.66,4,41,91,10.25,2.22,6,12,3,4,4,146.34,292.68,73.17,97.56,97.56,303631,300797
1,SP,77.07,8,48,94,6.0,1.96,7,15,6,5,2,145.83,312.5,125.0,104.17,41.67,303631,6363791
0,CE,48.84,2,21,47,10.5,2.24,5,8,3,1,0,238.1,380.95,142.86,47.62,0.0,303293,2272157
0,SP,21.77,5,35,91,7.0,2.6,3,13,5,1,1,85.71,371.43,142.86,28.57,28.57,303631,319936
1,SP,47.78,6,51,116,8.5,2.27,4,21,7,2,0,78.43,411.76,137.25,39.22,0.0,303631,1210262
0,RJ,68.47,7,77,154,11.0,2.0,15,20,12,8,0,194.81,259.74,155.84,103.9,0.0,303506,316355
0,BA,49.0,4,35,79,8.75,2.26,9,9,4,3,2,257.14,257.14,114.29,85.71,57.14,303272,653336
0,RJ,44.76,2,53,111,26.5,2.09,11,20,8,2,2,207.55,377.36,150.94,37.74,37.74,303506,1109157
0,PR,73.05,4,63,119,15.75,1.89,14,13,6,6,7,222.22,206.35,95.24,95.24,111.11,303441,634384
0,MG,66.49,3,53,103,17.67,1.94,8,17,5,3,2,150.94,320.75,94.34,56.6,37.74,303374,1860209
0,PR,63.7,3,41,83,13.67,2.02,9,11,3,2,4,219.51,268.29,73.17,48.78,97.56,303441,634384
0,RN,46.7,5,63,141,12.6,2.24,13,16,7,5,0,206.35,253.97,111.11,79.37,0.0,303518,1024797
0,RN,0.0,2,7,21,3.5,3.0,1,4,1,0,0,142.86,571.43,142.86,0.0,0.0,303518,1836070
0,PR,33.99,2,13,32,6.5,2.46,5,2,1,3,1,384.62,153.85,76.92,230.77,76.92,303441,634384
0,RJ,52.22,7,81,177,11.57,2.19,15,21,7,2,6,185.19,259.26,86.42,24.69,74.07,303506,311181
1,RS,83.12,8,51,96,6.38,1.88,8,16,8,2,1,156.86,313.73,156.86,39.22,19.61,303546,1740817
0,RJ,24.01,2,53,124,26.5,2.34,16,15,5,4,2,301.89,283.02,94.34,75.47,37.74,303506,1156588
0,SP,51.62,3,56,118,18.67,2.11,9,14,3,3,2,160.71,250.0,53.57,53.57,35.71,303631,299409
0,SP,46.01,4,86,184,21.5,2.14,21,16,15,12,1,244.19,186.05,174.42,139.53,11.63,303631,299409
0,BA,86.28,8,103,182,12.88,1.77,23,27,9,8,6,223.3,262.14,87.38,77.67,58.25,303272,300919
0,RJ,43.06,4,33,77,8.25,2.33,7,11,2,3,3,212.12,333.33,60.61,90.91,90.91,303506,305407
0,CE,68.43,6,43,88,7.17,2.05,8,12,7,4,0,186.05,279.07,162.79,93.02,0.0,303293,1490152
5,PR,89.82,6,53,94,8.83,1.77,10,12,6,4,4,188.68,226.42,113.21,75.47,75.47,303441,2646021
2,RJ,64.02,8,95,194,11.88,2.04,23,24,6,11,3,242.11,252.63,63.16,115.79,31.58,303506,305424
0,MG,58.67,2,11,24,5.5,2.18,0,6,2,0,0,0.0,545.45,181.82,0.0,0.0,303374,581459
0,RN,7.66,4,38,104,9.5,2.74,2,13,9,3,1,52.63,342.11,236.84,78.95,26.32,303518,1606351
0,SP,39.43,5,43,102,8.6,2.37,7,14,5,2,3,162.79,325.58,116.28,46.51,69.77,303631,306516
2,RJ,6.09,2,6,17,3.0,2.83,1,1,2,1,0,166.67,166.67,333.33,166.67,0.0,303506,1197647
1,CE,59.6,3,49,100,16.33,2.04,7,12,4,2,2,142.86,244.9,81.63,40.82,40.82,303293,299432
0,RJ,0.0,3,13,44,4.33,3.38,0,7,0,0,0,0.0,538.46,0.0,0.0,0.0,303506,1147103
0,DF,57.76,3,39,82,13.0,2.1,7,11,5,1,0,179.49,282.05,128.21,25.64,0.0,303322,1735652
0,MG,44.13,5,36,84,7.2,2.33,5,13,4,5,1,138.89,361.11,111.11,138.89,27.78,303374,299435
0,DF,65.76,3,41,82,13.67,2.0,4,19,5,1,1,97.56,463.41,121.95,24.39,24.39,303322,1735652
0,SP,59.59,6,56,119,9.33,2.13,13,12,4,9,1,232.14,214.29,71.43,160.71,17.86,303631,305460
0,BA,71.67,6,56,111,9.33,1.98,10,14,7,5,2,178.57,250.0,125.0,89.29,35.71,303272,2284849
0,BA,53.36,4,48,104,12.0,2.17,7,11,6,4,4,145.83,229.17,125.0,83.33,83.33,303272,4942474
0,CE,74.8,2,55,95,27.5,1.73,14,15,8,2,1,254.55,272.73,145.45,36.36,18.18,303293,2671838
1,RN,75.03,5,80,149,16.0,1.86,14,19,11,10,2,175.0,237.5,137.5,125.0,25.0,303518,456000
0,PR,68.62,5,45,91,9.0,2.02,8,10,6,6,0,177.78,222.22,133.33,133.33,0.0,303441,307045
2,PR,0.0,1,44,109,44.0,2.48,7,16,4,0,2,159.09,363.64,90.91,0.0,45.45,303441,307045
0,RJ,87.38,2,16,29,8.0,1.81,1,4,3,2,1,62.5,250.0,187.5,125.0,62.5,303506,4782669
2,CE,66.76,4,43,87,10.75,2.02,8,13,4,6,0,186.05,302.33,93.02,139.53,0.0,303293,507173
1,PE,77.76,7,66,126,9.43,1.91,18,19,4,9,3,272.73,287.88,60.61,136.36,45.45,304560,299405
1,RJ,72.53,4,37,73,9.25,1.97,9,11,2,3,0,243.24,297.3,54.05,81.08,0.0,303506,305894
0,DF,42.24,4,53,121,13.25,2.28,7,16,11,0,3,132.08,301.89,207.55,0.0,56.6,303322,300664
0,DF,46.25,6,57,130,9.5,2.28,9,16,5,4,4,157.89,280.7,87.72,70.18,70.18,303322,1178160
0,MT,43.16,2,53,112,26.5,2.11,7,12,10,8,2,132.08,226.42,188.68,150.94,37.74,488170,2009559
0,SP,72.02,2,15,30,7.5,2.0,2,6,1,1,0,133.33,400.0,66.67,66.67,0.0,303631,300813
0,RJ,73.55,2,12,24,6.0,2.0,4,3,3,0,0,333.33,250.0,250.0,0.0,0.0,303506,305615
0,BA,44.76,6,57,131,9.5,2.3,14,15,5,4,1,245.61,263.16,87.72,70.18,17.54,303272,599297
1,RN,62.58,4,45,93,11.25,2.07,15,9,6,2,1,333.33,200.0,133.33,44.44,22.22,303518,618543
0,CE,86.98,5,52,93,10.4,1.79,9,13,7,0,4,173.08,250.0,134.62,0.0,76.92,303293,1736298
0,SP,55.65,3,38,81,12.67,2.13,8,8,1,7,1,210.53,210.53,26.32,184.21,26.32,303631,299849
0,RN,65.93,6,81,162,13.5,2.0,22,19,6,6,1,271.6,234.57,74.07,74.07,12.35,303518,1175979
1,RN,12.27,3,26,70,8.67,2.69,4,11,2,2,0,153.85,423.08,76.92,76.92,0.0,303518,591573
0,BA,62.95,2,41,80,20.5,1.95,9,7,4,5,1,219.51,170.73,97.56,121.95,24.39,303272,4162078
2,RJ,52.23,15,329,678,21.93,2.06,54,89,33,20,20,164.13,270.52,100.3,60.79,60.79,303506,1097041
3,PE,45.69,5,39,90,7.8,2.31,10,13,5,2,0,256.41,333.33,128.21,51.28,0.0,304560,1156986
0,MG,55.59,3,32,69,10.67,2.16,6,10,4,4,0,187.5,312.5,125.0,125.0,0.0,303374,307056
1,RJ,77.33,3,31,59,10.33,1.9,5,10,4,1,1,161.29,322.58,129.03,32.26,32.26,303506,299820
1,BA,25.62,2,35,85,17.5,2.43,5,11,6,4,0,142.86,314.29,171.43,114.29,0.0,303272,306834
0,CE,83.44,6,53,98,8.83,1.85,15,10,4,6,1,283.02,188.68,75.47,113.21,18.87,303293,307468
0,BA,69.1,5,42,85,8.4,2.02,10,10,7,3,0,238.1,238.1,166.67,71.43,0.0,303272,2027213
0,CE,53.69,7,37,83,5.29,2.24,7,6,5,7,1,189.19,162.16,135.14,189.19,27.03,303293,301709
1,AM,56.52,9,104,222,11.56,2.13,20,29,12,6,2,192.31,278.85,115.38,57.69,19.23,303235,2420669
0,SP,67.02,10,99,201,9.9,2.03,20,28,12,11,2,202.02,282.83,121.21,111.11,20.2,303631,456020
1,MT,45.35,3,18,42,6.0,2.33,2,6,1,2,1,111.11,333.33,55.56,111.11,55.56,488170,1957568
0,BA,45.29,4,52,117,13.0,2.25,11,17,7,5,0,211.54,326.92,134.62,96.15,0.0,303272,300919
0,SP,61.03,6,50,106,8.33,2.12,10,13,6,4,1,200.0,260.0,120.0,80.0,20.0,303631,306588
3,PR,38.7,5,88,200,17.6,2.27,18,19,13,9,3,204.55,215.91,147.73,102.27,34.09,303441,2561873
1,BA,72.66,8,80,157,10.0,1.96,16,24,7,8,2,200.0,300.0,87.5,100.0,25.0,303272,299452
0,BA,45.88,4,39,89,9.75,2.28,7,15,3,0,2,179.49,384.62,76.92,0.0,51.28,303272,299452
4,PE,12.1,2,14,38,7.0,2.71,0,11,0,0,0,0.0,785.71,0.0,0.0,0.0,304560,305953
5,RN,47.28,3,87,177,29.0,2.03,17,26,12,3,4,195.4,298.85,137.93,34.48,45.98,303518,599310
0,DF,56.17,5,55,118,11.0,2.15,9,24,3,3,1,163.64,436.36,54.55,54.55,18.18,303322,4828000
0,SP,60.41,2,58,109,29.0,1.88,11,13,8,7,3,189.66,224.14,137.93,120.69,51.72,303631,299847
1,SP,47.73,4,46,103,11.5,2.24,6,17,6,1,0,130.43,369.57,130.43,21.74,0.0,303631,306675
2,SP,63.28,8,52,110,6.5,2.12,6,17,10,2,1,115.38,326.92,192.31,38.46,19.23,303631,1837445
1,AM,49.05,4,43,96,10.75,2.23,10,12,5,0,1,232.56,279.07,116.28,0.0,23.26,303235,312548
2,BA,39.88,4,40,94,10.0,2.35,6,10,5,4,0,150.0,250.0,125.0,100.0,0.0,303272,5277966
0,RN,48.82,4,65,141,16.25,2.17,14,18,6,7,4,215.38,276.92,92.31,107.69,61.54,303518,455997
4,RN,38.53,7,97,225,13.86,2.32,15,27,6,15,0,154.64,278.35,61.86,154.64,0.0,303518,455997
0,SP,58.2,9,40,88,4.44,2.2,8,16,5,1,2,200.0,400.0,125.0,25.0,50.0,303631,300799
0,DF,40.52,4,37,87,9.25,2.35,6,11,2,2,0,162.16,297.3,54.05,54.05,0.0,303322,1370383
2,RN,40.16,3,46,105,15.33,2.28,4,15,9,2,0,86.96,326.09,195.65,43.48,0.0,303518,1235627
1,RJ,59.45,2,12,26,6.0,2.17,3,3,1,0,1,250.0,250.0,83.33,0.0,83.33,303506,645240
2,SP,66.36,2,11,23,5.5,2.09,1,4,1,0,2,90.91,363.64,90.91,0.0,181.82,303631,306788
0,PR,0.0,3,7,23,2.33,3.29,0,1,3,1,0,0.0,142.86,428.57,142.86,0.0,303441,2272723
2,BA,40.02,4,45,105,11.25,2.33,4,16,10,3,2,88.89,355.56,222.22,66.67,44.44,303272,5588457
0,CE,72.99,6,82,157,13.67,1.91,14,21,9,9,3,170.73,256.1,109.76,109.76,36.59,303293,299389
0,SP,71.72,5,39,78,7.8,2.0,9,7,5,8,2,230.77,179.49,128.21,205.13,51.28,303631,324516
1,DF,47.27,2,36,78,18.0,2.17,6,9,5,5,0,166.67,250.0,138.89,138.89,0.0,303322,5225677
0,SP,71.88,3,31,61,10.33,1.97,6,7,6,5,0,193.55,225.81,193.55,161.29,0.0,303631,302705
2,RN,51.1,2,17,38,8.5,2.24,4,5,3,1,0,235.29,294.12,176.47,58.82,0.0,303518,3170595
0,SP,26.98,8,41,105,5.13,2.56,4,15,11,2,0,97.56,365.85,268.29,48.78,0.0,303631,300803
0,RJ,54.62,4,70,146,17.5,2.09,11,25,4,3,2,157.14,357.14,57.14,42.86,28.57,303506,299454
0,RJ,74.08,4,39,76,9.75,1.95,9,11,2,3,0,230.77,282.05,51.28,76.92,0.0,303506,299454
3,PE,47.66,12,128,288,10.67,2.25,21,45,21,9,1,164.06,351.56,164.06,70.31,7.81,304560,305953
5,SP,36.49,3,40,94,13.33,2.35,10,8,6,4,1,250.0,200.0,150.0,100.0,25.0,303631,3411131
0,SP,31.44,5,35,87,7.0,2.49,4,15,4,2,0,114.29,428.57,114.29,57.14,0.0,303631,615896
1,RN,26.34,2,5,13,2.5,2.6,1,1,1,1,0,200.0,200.0,200.0,200.0,0.0,303518,4511645
0,BA,35.65,2,50,111,25.0,2.22,10,10,8,5,4,200.0,200.0,160.0,100.0,80.0,303272,5588457
2,PR,67.48,6,53,108,8.83,2.04,11,14,7,2,2,207.55,264.15,132.08,37.74,37.74,303441,1213707
1,AM,38.3,3,26,62,8.67,2.38,5,8,3,1,2,192.31,307.69,115.38,38.46,76.92,303235,2260978
0,PE,29.92,4,38,94,9.5,2.47,5,11,8,3,0,131.58,289.47,210.53,78.95,0.0,304560,305959
3,CE,67.01,5,90,174,18.0,1.93,21,19,7,11,5,233.33,211.11,77.78,122.22,55.56,303293,299400
0,SP,57.51,3,41,86,13.67,2.1,9,13,3,0,2,219.51,317.07,73.17,0.0,48.78,303631,302706
1,AM,51.17,9,77,172,8.56,2.23,17,17,7,7,5,220.78,220.78,90.91,90.91,64.94,303235,638049
2,PE,63.34,6,66,136,11.0,2.06,17,18,6,3,3,257.58,272.73,90.91,45.45,45.45,304560,545647
1,RJ,66.98,7,138,264,19.71,1.91,32,31,10,11,6,231.88,224.64,72.46,79.71,43.48,303506,597223
0,SP,45.14,6,32,75,5.33,2.34,7,10,5,2,0,218.75,312.5,156.25,62.5,0.0,303631,1460655
0,SP,61.15,2,44,86,22.0,1.95,9,6,9,7,1,204.55,136.36,204.55,159.09,22.73,303631,1739508
0,RS,65.0,5,43,89,8.6,2.07,10,8,2,7,4,232.56,186.05,46.51,162.79,93.02,303546,1752259
0,RS,51.3,4,45,99,11.25,2.2,6,12,6,5,1,133.33,266.67,133.33,111.11,22.22,303546,2420715
1,RJ,33.02,2,97,191,48.5,1.97,17,29,8,6,5,175.26,298.97,82.47,61.86,51.55,303506,6228061
1,PR,63.81,8,86,177,10.75,2.06,20,25,4,10,2,232.56,290.7,46.51,116.28,23.26,303441,676373
1,SP,61.06,4,39,82,9.75,2.1,4,15,5,1,1,102.56,384.62,128.21,25.64,25.64,303631,2266464
0,CE,24.29,3,35,88,11.67,2.51,7,8,4,2,2,200.0,228.57,114.29,57.14,57.14,303293,307469
1,RJ,77.32,10,141,262,14.1,1.86,36,30,9,11,10,255.32,212.77,63.83,78.01,70.92,303506,6226990
5,RN,60.14,11,118,248,10.73,2.1,28,27,9,20,4,237.29,228.81,76.27,169.49,33.9,303518,307203
1,PR,59.38,2,28,58,14.0,2.07,10,5,2,1,0,357.14,178.57,71.43,35.71,0.0,303441,676373
0,SP,74.91,4,55,104,13.75,1.89,13,17,6,9,0,236.36,309.09,109.09,163.64,0.0,303631,670447
0,CE,58.11,3,48,99,16.0,2.06,10,11,3,6,2,208.33,229.17,62.5,125.0,41.67,303293,299389
0,BA,84.49,5,47,86,9.4,1.83,11,14,5,1,1,234.04,297.87,106.38,21.28,21.28,303272,306815
0,BA,62.62,7,155,300,22.14,1.94,30,42,13,12,4,193.55,270.97,83.87,77.42,25.81,303272,306815
3,RJ,73.72,2,20,39,10.0,1.95,7,3,2,1,3,350.0,150.0,100.0,50.0,150.0,303506,6208133
0,RJ,88.96,3,49,83,16.33,1.69,9,10,5,3,3,183.67,204.08,102.04,61.22,61.22,303506,794726
0,RJ,59.67,6,81,168,13.5,2.07,17,19,10,9,2,209.88,234.57,123.46,111.11,24.69,303506,3253506
0,SP,58.64,4,48,101,12.0,2.1,12,13,6,2,0,250.0,270.83,125.0,41.67,0.0,303631,305460
1,CE,54.83,8,68,149,8.5,2.19,12,16,12,4,2,176.47,235.29,176.47,58.82,29.41,303293,3706247
4,PE,54.73,3,47,99,15.67,2.11,11,11,7,7,2,234.04,234.04,148.94,148.94,42.55,304560,299492
1,PR,56.4,7,79,169,11.29,2.14,14,21,15,7,2,177.22,265.82,189.87,88.61,25.32,303441,1157011
1,AM,52.86,4,74,155,18.5,2.09,21,20,1,3,3,283.78,270.27,13.51,40.54,40.54,303235,3421969
0,BA,75.5,3,42,79,14.0,1.88,7,10,4,7,1,166.67,238.1,95.24,166.67,23.81,303272,307220
1,RN,12.55,1,36,85,36.0,2.36,9,7,2,8,0,250.0,194.44,55.56,222.22,0.0,303518,599207
4,DF,39.03,2,30,69,15.0,2.3,4,8,5,1,3,133.33,266.67,166.67,33.33,100.0,303322,1459419
0,BA,71.68,6,47,94,7.83,2.0,9,11,6,3,2,191.49,234.04,127.66,63.83,42.55,303272,599298
0,RN,73.97,3,48,90,16.0,1.88,9,9,8,8,1,187.5,187.5,166.67,166.67,20.83,303518,2164778
1,RS,30.96,5,57,139,11.4,2.44,7,22,10,2,0,122.81,385.96,175.44,35.09,0.0,303546,3470505
0,RN,58.25,7,46,100,6.57,2.17,8,10,9,7,0,173.91,217.39,195.65,152.17,0.0,303518,316934
0,RN,59.22,5,45,96,9.0,2.13,8,14,5,4,0,177.78,311.11,111.11,88.89,0.0,303518,3618917
3,BA,71.29,5,56,110,11.2,1.96,10,15,5,2,2,178.57,267.86,89.29,35.71,35.71,303272,628944
1,RN,44.95,3,40,90,13.33,2.25,7,13,2,4,0,175.0,325.0,50.0,100.0,0.0,303518,599205
1,PE,84.56,11,130,234,11.82,1.8,34,28,9,11,10,261.54,215.38,69.23,84.62,76.92,304560,2290321
0,RN,54.18,3,58,120,19.33,2.07,8,22,5,3,0,137.93,379.31,86.21,51.72,0.0,303518,599205
0,SP,16.27,4,34,90,8.5,2.65,7,8,6,5,1,205.88,235.29,176.47,147.06,29.41,303631,301633
0,PE,35.65,2,20,48,10.0,2.4,1,13,1,0,1,50.0,650.0,50.0,0.0,50.0,304560,305959
0,CE,56.89,4,42,90,10.5,2.14,6,12,3,4,4,142.86,285.71,71.43,95.24,95.24,303293,1029159
1,RN,62.72,10,100,208,10.0,2.08,23,23,8,9,3,230.0,230.0,80.0,90.0,30.0,303518,599205
0,MG,29.17,3,42,102,14.0,2.43,5,15,7,1,0,119.05,357.14,166.67,23.81,0.0,303374,306927
0,SP,56.92,3,53,109,17.67,2.06,10,13,8,6,2,188.68,245.28,150.94,113.21,37.74,303631,614498
0,CE,63.06,5,40,84,8.0,2.1,6,11,7,3,0,150.0,275.0,175.0,75.0,0.0,303293,1029159
1,RN,53.01,5,54,118,10.8,2.19,8,17,3,5,2,148.15,314.81,55.56,92.59,37.04,303518,599205
0,SP,64.11,4,47,96,11.75,2.04,8,15,6,4,3,170.21,319.15,127.66,85.11,63.83,303631,953626
0,SP,66.23,2,16,33,8.0,2.06,0,3,5,1,0,0.0,187.5,312.5,62.5,0.0,303631,3502182
0,SP,57.97,3,27,58,9.0,2.15,6,8,2,2,0,222.22,296.3,74.07,74.07,0.0,303631,300797
3,MG,67.05,5,62,124,12.4,2.0,9,13,7,7,5,145.16,209.68,112.9,112.9,80.65,303374,4357961
0,MG,63.16,6,68,140,11.33,2.06,14,19,10,3,4,205.88,279.41,147.06,44.12,58.82,303374,599195
0,SP,37.83,5,37,89,7.4,2.41,5,12,4,5,0,135.14,324.32,108.11,135.14,0.0,303631,306791
2,RN,45.22,5,62,140,12.4,2.26,10,18,6,5,2,161.29,290.32,96.77,80.65,32.26,303518,2094060
0,SP,65.54,2,19,39,9.5,2.05,3,6,2,1,0,157.89,315.79,105.26,52.63,0.0,303631,301509
0,RJ,19.99,4,33,86,8.25,2.61,8,8,4,2,2,242.42,242.42,121.21,60.61,60.61,303506,2195094
0,SP,66.38,2,15,31,7.5,2.07,4,5,2,0,0,266.67,333.33,133.33,0.0,0.0,303631,1238931
1,RJ,65.68,2,40,77,20.0,1.93,10,9,5,4,0,250.0,225.0,125.0,100.0,0.0,303506,1200117
0,SP,42.97,7,208,432,29.71,2.08,54,43,14,14,11,259.62,206.73,67.31,67.31,52.88,303631,300805
1,PE,68.35,4,51,101,12.75,1.98,7,12,7,4,2,137.25,235.29,137.25,78.43,39.22,304560,1549189
0,SP,47.17,5,68,151,13.6,2.22,10,16,5,5,4,147.06,235.29,73.53,73.53,58.82,303631,305425
0,DF,73.55,2,12,24,6.0,2.0,2,5,0,0,1,166.67,416.67,0.0,0.0,83.33,303322,299442
3,CE,49.13,5,60,133,12.0,2.22,9,19,7,4,3,150.0,316.67,116.67,66.67,50.0,303293,2562541
0,SP,71.13,7,46,93,6.57,2.02,10,14,5,2,0,217.39,304.35,108.7,43.48,0.0,303631,624471
0,MT,0.0,2,29,83,14.5,2.86,4,12,5,2,0,137.93,413.79,172.41,68.97,0.0,488170,2165684
0,DF,69.23,4,41,82,10.25,2.0,9,12,7,3,0,219.51,292.68,170.73,73.17,0.0,303322,1212748
0,MG,78.58,7,38,74,5.43,1.95,5,13,7,2,2,131.58,342.11,184.21,52.63,52.63,303374,4496757
0,DF,52.55,8,38,86,4.75,2.26,6,14,5,1,0,157.89,368.42,131.58,26.32,0.0,303322,2423511
1,PE,61.1,2,18,38,9.0,2.11,2,7,4,0,0,111.11,388.89,222.22,0.0,0.0,304560,299405
0,SP,61.33,3,49,99,16.33,2.02,8,16,4,2,6,163.27,326.53,81.63,40.82,122.45,303631,306589
0,PR,40.75,5,38,90,7.6,2.37,2,13,6,1,0,52.63,342.11,157.89,26.32,0.0,303441,503424
4,RJ,16.74,2,33,84,16.5,2.55,8,8,7,4,0,242.42,242.42,212.12,121.21,0.0,303506,305503
0,SP,12.13,2,8,22,4.0,2.75,1,3,2,0,0,125.0,375.0,250.0,0.0,0.0,303631,1986156
0,RN,70.3,5,46,92,9.2,2.0,9,14,6,4,1,195.65,304.35,130.43,86.96,21.74,303518,455998
0,RJ,52.35,6,49,109,8.17,2.22,7,13,7,4,5,142.86,265.31,142.86,81.63,102.04,303506,1419828
1,SP,0.0,2,31,86,15.5,2.77,5,10,7,1,1,161.29,322.58,225.81,32.26,32.26,303631,1077452
3,PE,59.38,2,47,92,23.5,1.96,5,15,9,3,1,106.38,319.15,191.49,63.83,21.28,304560,559495
0,DF,79.46,2,26,48,13.0,1.85,4,8,2,2,2,153.85,307.69,76.92,76.92,76.92,303322,307051
0,SP,31.07,4,67,159,16.75,2.37,13,27,5,2,4,194.03,402.99,74.63,29.85,59.7,303631,319936
1,RJ,66.49,2,14,29,7.0,2.07,5,3,0,0,1,357.14,214.29,0.0,0.0,71.43,303506,316355
0,RS,34.44,3,32,77,10.67,2.41,7,13,4,2,1,218.75,406.25,125.0,62.5,31.25,303546,534706
0,RS,25.83,3,34,85,11.33,2.5,6,8,4,4,1,176.47,235.29,117.65,117.65,29.41,303546,534706
0,SP,53.89,5,47,103,9.4,2.19,11,12,5,3,1,234.04,255.32,106.38,63.83,21.28,303631,306518
4,PE,59.23,2,44,87,22.0,1.98,7,15,7,3,2,159.09,340.91,159.09,68.18,45.45,304560,1048833
2,PE,45.57,4,54,121,13.5,2.24,10,13,8,2,0,185.19,240.74,148.15,37.04,0.0,304560,305982
3,PE,53.42,3,38,82,12.67,2.16,7,11,7,2,1,184.21,289.47,184.21,52.63,26.32,304560,1048833
2,RJ,63.23,8,78,162,9.75,2.08,14,21,15,5,1,179.49,269.23,192.31,64.1,12.82,303506,1197647
1,CE,58.4,4,51,107,12.75,2.1,12,10,9,8,3,235.29,196.08,176.47,156.86,58.82,303293,1490152
0,SP,62.29,2,73,129,36.5,1.77,16,21,4,3,4,219.18,287.67,54.79,41.1,54.79,303631,1137510
0,SP,52.57,2,20,44,10.0,2.2,3,5,2,1,1,150.0,250.0,100.0,50.0,50.0,303631,300809
0,RJ,46.74,2,52,108,26.0,2.08,6,11,9,3,2,115.38,211.54,173.08,57.69,38.46,303506,455815
0,SP,49.24,4,44,98,11.0,2.23,9,14,5,2,0,204.55,318.18,113.64,45.45,0.0,303631,311202
1,RJ,62.86,5,35,74,7.0,2.11,6,8,8,5,0,171.43,228.57,228.57,142.86,0.0,303506,307967
0,DF,56.12,5,37,81,7.4,2.19,2,10,8,5,1,54.05,270.27,216.22,135.14,27.03,303322,307069
0,DF,49.35,4,36,81,9.0,2.25,7,13,3,4,2,194.44,361.11,83.33,111.11,55.56,303322,299442
2,RN,54.71,4,58,123,14.5,2.12,15,9,7,12,1,258.62,155.17,120.69,206.9,17.24,303518,599210
0,SP,31.84,2,40,93,20.0,2.33,4,10,8,4,0,100.0,250.0,200.0,100.0,0.0,303631,307523
0,SP,31.58,6,34,85,5.67,2.5,8,10,5,5,0,235.29,294.12,147.06,147.06,0.0,303631,300813
0,CE,78.8,10,170,307,17.0,1.81,45,39,9,18,9,264.71,229.41,52.94,105.88,52.94,303293,2671838
0,SP,33.45,5,40,98,8.0,2.45,9,13,4,3,1,225.0,325.0,100.0,75.0,25.0,303631,306677
3,RN,39.88,2,20,47,10.0,2.35,3,5,3,2,1,150.0,250.0,150.0,100.0,50.0,303518,3253701
1,MG,80.25,6,53,100,8.83,1.89,14,10,4,8,2,264.15,188.68,75.47,150.94,37.74,303374,307472
1,MG,36.9,5,57,135,11.4,2.37,15,16,9,5,3,263.16,280.7,157.89,87.72,52.63,303374,307472
0,SP,21.22,3,32,82,10.67,2.56,1,9,5,2,1,31.25,281.25,156.25,62.5,31.25,303631,299849
1,RJ,62.94,4,42,87,10.5,2.07,8,14,4,3,1,190.48,333.33,95.24,71.43,23.81,303506,1066526
0,SP,66.8,9,131,259,14.56,1.98,38,24,11,9,3,290.08,183.21,83.97,68.7,22.9,303631,302691
0,RN,89.3,2,18,32,9.0,1.78,0,7,1,0,0,0.0,388.89,55.56,0.0,0.0,303518,591573
0,SP,37.51,1,37,76,37.0,2.05,5,13,6,2,0,135.14,351.35,162.16,54.05,0.0,303631,302691
0,RN,38.53,6,94,216,15.67,2.3,17,32,11,1,2,180.85,340.43,117.02,10.64,21.28,303518,591573
4,PE,50.98,2,11,25,5.5,2.27,1,4,2,1,0,90.91,363.64,181.82,90.91,0.0,304560,2545337
5,AM,59.89,2,34,69,17.0,2.03,7,11,3,5,0,205.88,323.53,88.24,147.06,0.0,303235,1793836
0,MG,58.77,2,30,62,15.0,2.07,6,8,2,5,0,200.0,266.67,66.67,166.67,0.0,303374,307056
0,MG,38.18,2,42,94,21.0,2.24,6,14,5,1,1,142.86,333.33,119.05,23.81,23.81,303374,2269383
2,CE,64.34,2,64,115,32.0,1.8,16,11,6,6,3,250.0,171.88,93.75,93.75,46.88,303293,483681
0,MG,69.72,6,99,190,16.5,1.92,20,29,9,7,2,202.02,292.93,90.91,70.71,20.2,303374,307056
0,SP,0.0,2,6,22,3.0,3.67,1,2,2,0,0,166.67,333.33,333.33,0.0,0.0,303631,307488
